"Date","Price","Open","High","Low","Vol.","Change %"
"May 27, 2018","0.016061","0.016175","0.016175","0.015935","6.00K","-0.70%"
"May 26, 2018","0.016175","0.015970","0.016175","0.015862","5.99K","1.30%"
"May 25, 2018","0.015968","0.016245","0.016335","0.015823","6.65K","-1.07%"
"May 24, 2018","0.016140","0.015812","0.016429","0.015545","12.37K","2.74%"
"May 23, 2018","0.015710","0.016086","0.016140","0.015500","16.67K","-1.78%"
"May 22, 2018","0.015995","0.015990","0.016272","0.015879","11.08K","-0.03%"
"May 21, 2018","0.016000","0.016415","0.016415","0.015963","11.04K","-2.40%"
"May 20, 2018","0.016394","0.016380","0.016502","0.016229","7.34K","0.33%"
"May 19, 2018","0.016340","0.016468","0.016600","0.016256","5.14K","-0.78%"
"May 18, 2018","0.016468","0.016375","0.016711","0.016215","8.83K","0.57%"
"May 17, 2018","0.016375","0.016700","0.016861","0.016350","8.96K","-1.95%"
"May 16, 2018","0.016700","0.016510","0.016820","0.016318","13.93K","1.24%"
"May 15, 2018","0.016495","0.017060","0.017114","0.016304","17.18K","-2.60%"
"May 14, 2018","0.016935","0.016620","0.017243","0.016185","27.56K","1.60%"
"May 13, 2018","0.016669","0.016790","0.016849","0.016253","10.46K","-0.44%"
"May 12, 2018","0.016742","0.016240","0.016869","0.015938","12.49K","3.12%"
"May 11, 2018","0.016235","0.016490","0.016625","0.016000","23.90K","-1.61%"
"May 10, 2018","0.016500","0.016869","0.017254","0.016400","14.98K","-2.19%"
"May 09, 2018","0.016869","0.017345","0.017390","0.016740","15.15K","-2.83%"
"May 08, 2018","0.017360","0.017570","0.017852","0.017122","21.57K","-1.42%"
"May 07, 2018","0.017610","0.017920","0.017920","0.017155","24.28K","-1.06%"
"May 06, 2018","0.017799","0.018128","0.018597","0.017500","24.29K","-1.28%"
"May 05, 2018","0.018029","0.017367","0.018465","0.017282","43.46K","3.81%"
"May 04, 2018","0.017367","0.016563","0.017623","0.016370","32.58K","4.85%"
"May 03, 2018","0.016563","0.016476","0.017251","0.016352","36.97K","0.53%"
"May 02, 2018","0.016476","0.016270","0.016608","0.016138","20.54K","1.02%"
"May 01, 2018","0.016309","0.016070","0.016350","0.015915","18.78K","1.29%"
"Apr 30, 2018","0.016101","0.016310","0.016410","0.015915","20.38K","-1.28%"
"Apr 29, 2018","0.016310","0.016215","0.016425","0.016100","18.62K","0.06%"
"Apr 28, 2018","0.016300","0.016259","0.016375","0.016110","13.80K","-0.15%"
"Apr 27, 2018","0.016325","0.016606","0.016606","0.016130","19.03K","-1.69%"
"Apr 26, 2018","0.016606","0.016385","0.016706","0.016270","28.58K","1.35%"
"Apr 25, 2018","0.016385","0.017120","0.017120","0.015900","35.40K","-3.56%"
"Apr 24, 2018","0.016990","0.017011","0.017600","0.016985","47.32K","-0.22%"
"Apr 23, 2018","0.017028","0.016730","0.017170","0.016640","20.99K","1.96%"
"Apr 22, 2018","0.016700","0.016715","0.017075","0.016437","14.74K","0.60%"
"Apr 21, 2018","0.016600","0.017510","0.017760","0.016340","22.71K","-5.26%"
"Apr 20, 2018","0.017522","0.017780","0.017985","0.017331","26.29K","-1.05%"
